# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS" "-g" "locus_tag" "-a" "../data/reference_sequences/tot_seqs.gff" "-o" "../data/rna_align/counttable_bb.txt" "-M" "../data/rna_align/1_CON_0_1_NEB_DPLEX.bam" "../data/rna_align/3_CON_2_1_NEB_DPLEX.bam" "../data/rna_align/4_CON_2_2_NEB_DPLEX.bam" "../data/rna_align/5_PNA_0_1_NEB_DPLEX.bam" "../data/rna_align/6_PNA_0_2_NEB_DPLEX.bam" "../data/rna_align/7_PNA_2_1_NEB_DPLEX.bam" "../data/rna_align/8_PNA_2_2_NEB_DPLEX.bam" "../data/rna_align/CON_0_1_RZ_DPLEX.bam" "../data/rna_align/CON_0_2_RZ_DPLEX.bam" "../data/rna_align/CON_2_1_RZ_DPLEX.bam" "../data/rna_align/CON_2_2_RZ_DPLEX.bam" "../data/rna_align/PNA_0_1_RZ_DPLEX.bam" "../data/rna_align/PNA_0_2_RZ_DPLEX.bam" "../data/rna_align/PNA_2_1_RZ_DPLEX.bam" "../data/rna_align/PNA_2_2_RZ_DPLEX.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/1_CON_0_1_NEB_DPLEX.bam	../data/rna_align/3_CON_2_1_NEB_DPLEX.bam	../data/rna_align/4_CON_2_2_NEB_DPLEX.bam	../data/rna_align/5_PNA_0_1_NEB_DPLEX.bam	../data/rna_align/6_PNA_0_2_NEB_DPLEX.bam	../data/rna_align/7_PNA_2_1_NEB_DPLEX.bam	../data/rna_align/8_PNA_2_2_NEB_DPLEX.bam	../data/rna_align/CON_0_1_RZ_DPLEX.bam	../data/rna_align/CON_0_2_RZ_DPLEX.bam	../data/rna_align/CON_2_1_RZ_DPLEX.bam	../data/rna_align/CON_2_2_RZ_DPLEX.bam	../data/rna_align/PNA_0_1_RZ_DPLEX.bam	../data/rna_align/PNA_0_2_RZ_DPLEX.bam	../data/rna_align/PNA_2_1_RZ_DPLEX.bam	../data/rna_align/PNA_2_2_RZ_DPLEX.bam
FE838_RS01175	NZ_CP040530.1	223615	224007	+	393	19	20	6	3	13	6	2	7	6	27	3	7	1	6	2
FE838_RS01180	NZ_CP040530.1	224084	224356	+	273	10	3	15	2	6	8	3	0	9	0	0	1	1	3	0
FE838_RS01185	NZ_CP040530.1	224588	225520	+	933	174	67	39	133	110	114	46	38	14	46	3	12	15	18	5
FE838_RS01190	NZ_CP040530.1	225523	226320	+	798	46	30	17	55	40	38	14	15	21	23	0	8	15	14	18
FE838_RS01195	NZ_CP040530.1	226391	226759	+	369	10	3	3	15	2	8	3	3	1	5	0	1	0	2	3
FE838_RS01200	NZ_CP040530.1	227169	227807	+	639	25	16	11	25	19	13	10	9	3	9	1	1	4	1	1
FE838_RS01205	NZ_CP040530.1	227827	228489	+	663	18	20	22	27	16	38	8	7	0	1	0	0	6	0	7
FE838_RS01210	NZ_CP040530.1	228517	228753	+	237	4	4	2	3	1	1	1	0	1	0	0	1	1	0	0
FE838_RS01215	NZ_CP040530.1	228877	229233	+	357	12	11	8	12	0	9	3	4	5	1	0	1	15	5	1
FE838_RS01220	NZ_CP040530.1	229283	229582	+	300	1	3	1	5	0	5	0	1	0	2	2	1	5	4	0
FE838_RS01225	NZ_CP040530.1	229662	231233	+	1572	56	40	29	47	34	36	5	16	23	13	3	5	3	2	3
FE838_RS01230	NZ_CP040530.1	231492	231854	+	363	166	80	57	110	91	55	25	12	9	21	6	1	3	3	1
FE838_RS01235	NZ_CP040530.1	231904	232209	+	306	8	1	1	3	5	12	2	41	21	16	3	19	12	17	1
FE838_RS01240	NZ_CP040530.1	232283	233854	+	1572	43	36	25	63	36	51	19	39	46	33	12	21	31	10	10
FE838_RS01245	NZ_CP040530.1	234288	235622	-	1335	582	336	205	385	356	277	211	19	14	19	10	9	11	8	6
FE838_RS01250	NZ_CP040530.1	235625	237802	-	2178	136	126	183	112	60	158	63	51	17	18	22	10	11	32	8
FE838_RS01255	NZ_CP040530.1	237805	238980	-	1176	43	95	106	28	24	65	23	16	4	4	3	3	26	2	12
FE838_RS01260	NZ_CP040530.1	239624	240427	+	804	22	13	10	22	19	16	7	16	9	16	9	4	7	7	4
FE838_RS01265	NZ_CP040530.1	240508	240867	+	360	4	4	3	27	6	14	6	0	0	1	0	1	1	1	0
FE838_RS01270	NZ_CP040530.1	242454	243275	+	822	24	12	5	15	8	16	10	2	7	7	1	6	0	1	0
FE838_RS01275	NZ_CP040530.1	243987	244397	-	411	5635	2966	1468	4094	3085	2868	1937	31	31	34	8	24	7	11	1
FE838_RS01280	NZ_CP040530.1	244441	244830	-	390	5	11	15	12	10	14	4	1	2	4	2	4	5	1	0
FE838_RS01285	NZ_CP040530.1	245162	248248	+	3087	283	160	118	261	161	213	99	101	82	110	18	41	50	37	15
FE838_RS01290	NZ_CP040530.1	248267	250099	+	1833	64	42	30	169	104	94	26	11	20	9	6	6	18	8	8
FE838_RS01295	NZ_CP040530.1	250341	253418	+	3078	234	90	66	163	100	207	88	140	280	263	32	74	97	108	15
FE838_RS01300	NZ_CP040530.1	253452	254945	+	1494	124	66	20	96	71	82	52	23	6	17	2	11	14	12	8
FE838_RS01305	NZ_CP040530.1	255208	255771	+	564	35	21	16	24	21	27	13	2	4	4	1	0	0	5	0
FE838_RS01310	NZ_CP040530.1	255881	257029	+	1149	180	119	65	116	96	71	69	4	15	12	5	2	7	7	1
FE838_RS01315	NZ_CP040530.1	257198	257422	-	225	6	0	3	3	4	14	3	1	2	2	0	2	0	0	1
FE838_RS01320	NZ_CP040530.1	257956	258585	-	630	372	173	94	227	186	147	90	6	5	1	0	0	3	1	0
FE838_RS01325	NZ_CP040530.1	258783	259253	+	471	12	9	12	5	11	13	5	27	2	10	4	14	13	1	2
FE838_RS01330	NZ_CP040530.1	259398	259976	-	579	42	18	27	14	7	30	8	29	29	45	5	25	20	9	0
FE838_RS01335	NZ_CP040530.1	260203	261150	+	948	12	7	8	49	37	29	18	5	4	6	3	3	4	3	0
FE838_RS01340	NZ_CP040530.1	261332	262894	-	1563	152	105	61	110	81	86	56	22	5	13	1	5	28	12	0
FE838_RS01345	NZ_CP040530.1	262901	264856	-	1956	150	90	59	125	75	67	51	47	3	27	2	13	26	10	7
FE838_RS01350	NZ_CP040530.1	265460	265885	+	426	3	3	5	12	6	3	4	9	15	15	2	2	7	2	2
FE838_RS01355	NZ_CP040530.1	266185	266343	+	159	3	2	1	2	2	1	0	1	0	0	0	0	0	1	0
FE838_RS01360	NZ_CP040530.1	266391	267764	-	1374	40	22	22	32	17	31	8	69	18	23	5	28	39	11	8
FE838_RS01365	NZ_CP040530.1	267919	269367	-	1449	85	69	65	119	67	104	45	67	46	67	10	35	17	26	8
FE838_RS01370	NZ_CP040530.1	269652	270386	-	735	11	5	10	12	12	7	3	17	9	12	1	2	7	2	3
FE838_RS01375	NZ_CP040530.1	271479	272201	+	723	70	28	19	85	53	41	17	14	3	7	0	5	5	3	0
FE838_RS01380	NZ_CP040530.1	272316	272843	-	528	15	5	10	9	2	12	7	10	20	22	9	10	7	14	10
FE838_RS01385	NZ_CP040530.1	272998	274422	+	1425	33	7	14	17	16	28	14	5	8	10	6	3	7	1	2
FE838_RS01390	NZ_CP040530.1	274596	275099	+	504	27	10	6	36	29	9	10	86	180	211	31	86	66	95	19
FE838_RS01395	NZ_CP040530.1	275213	275839	-	627	370	197	103	347	246	192	141	4	15	9	3	1	5	9	3
FE838_RS01400	NZ_CP040530.1	276117	276986	+	870	296	136	81	197	172	138	109	3	4	13	1	4	3	4	0
FE838_RS01405	NZ_CP040530.1	277034	277504	-	471	24	20	11	27	12	22	5	18	8	8	2	7	3	3	0
FE838_RS01410	NZ_CP040530.1	277683	278969	+	1287	66	34	27	42	28	26	21	9	6	7	0	6	1	2	2
FE838_RS01415	NZ_CP040530.1	279094	279333	+	240	57	45	21	68	58	40	21	19	11	13	0	6	3	3	1
FE838_RS01420	NZ_CP040530.1	279433	280344	-	912	3568	1862	1026	2578	2165	1609	1245	36	6	4	2	17	6	7	1
FE838_RS01425	NZ_CP040530.1	280576	282807	+	2232	140	101	61	86	80	127	43	169	40	116	29	95	101	28	13
FE838_RS01430	NZ_CP040530.1	282861	286994	-	4134	586	311	143	1439	761	664	275	233	375	345	62	143	138	142	36
FE838_RS01435	NZ_CP040530.1	287355	288677	+	1323	74	64	23	90	56	66	25	26	7	16	2	7	10	7	1
FE838_RS01440	NZ_CP040530.1	288694	291777	+	3084	127	70	44	149	109	93	63	126	108	132	20	47	36	37	16
FE838_RS01445	NZ_CP040530.1	291790	293769	+	1980	54	25	20	47	35	54	12	12	17	15	1	8	11	9	5
FE838_RS01450	NZ_CP040530.1	293824	294720	+	897	30	31	9	31	28	13	11	0	5	8	2	3	5	1	0
FE838_RS01455	NZ_CP040530.1	294960	295526	+	567	23	13	13	19	18	21	7	6	0	6	4	0	0	1	2
FE838_RS01460	NZ_CP040530.1	295523	296146	+	624	15	8	10	9	7	12	2	6	3	2	3	3	0	3	0
FE838_RS01465	NZ_CP040530.1	296252	296614	+	363	36	44	41	4	5	29	8	2	10	5	2	1	2	7	1
FE838_RS01470	NZ_CP040530.1	296647	297540	+	894	51	55	43	41	33	59	20	27	14	20	6	6	17	9	1
FE838_RS01475	NZ_CP040530.1	298647	299219	-	573	77	70	54	41	46	81	30	27	19	17	2	5	14	9	10
FE838_RS01480	NZ_CP040530.1	299254	300555	-	1302	64	85	94	31	23	81	30	36	10	4	13	3	7	7	13
FE838_RS01485	NZ_CP040530.1	300552	301775	-	1224	340	213	143	307	213	200	111	22	8	12	5	3	0	7	9
FE838_RS01490	NZ_CP040530.1	301791	304226	-	2436	115	145	216	88	42	167	90	36	20	14	8	13	18	26	19
FE838_RS01495	NZ_CP040530.1	304627	305664	+	1038	24	12	12	16	18	28	14	6	12	9	2	5	10	3	1
FE838_RS01500	NZ_CP040530.1	305766	306965	+	1200	41	54	60	31	32	45	28	20	20	39	10	13	10	18	3
FE838_RS01505	NZ_CP040530.1	306978	308345	+	1368	159	79	51	165	98	119	40	24	59	55	10	37	22	27	8
FE838_RS01510	NZ_CP040530.1	308366	310015	+	1650	192	124	96	176	116	112	50	30	71	45	12	20	13	6	1
FE838_RS01515	NZ_CP040530.1	310034	310636	+	603	15	20	12	22	11	17	4	8	2	4	2	9	5	6	5
FE838_RS01520	NZ_CP040530.1	310727	313144	+	2418	53	64	68	66	45	68	33	74	70	83	35	56	49	39	10
FE838_RS01525	NZ_CP040530.1	313156	313281	-	126	15	11	1	9	13	5	5	0	1	4	0	0	3	1	2
FE838_RS01530	NZ_CP040530.1	313566	314054	-	489	30	20	23	20	17	18	15	20	25	20	5	8	6	4	3
FE838_RS01535	NZ_CP040530.1	314098	315132	-	1035	35	39	39	55	53	64	39	26	8	10	4	10	8	3	6
FE838_RS01540	NZ_CP040530.1	315129	316958	-	1830	209	118	125	168	128	129	82	28	9	22	13	4	11	6	3
FE838_RS01545	NZ_CP040530.1	316955	317872	-	918	38	62	62	15	8	48	28	13	8	3	5	11	11	5	7
FE838_RS01550	NZ_CP040530.1	318053	318223	+	171	97	263	203	133	82	201	96	133	36	63	74	50	25	109	38
FE838_RS01555	NZ_CP040530.1	318369	319562	-	1194	298	695	798	135	150	664	284	37	19	55	41	16	5	69	18
FE838_RS01560	NZ_CP040530.1	319645	320859	-	1215	291	237	227	181	143	230	133	82	133	122	30	44	24	47	19
FE838_RS01565	NZ_CP040530.1	320865	322763	-	1899	115	145	135	71	62	121	63	69	64	85	16	27	38	55	17
FE838_RS01570	NZ_CP040530.1	322840	323226	-	387	21	10	5	10	6	14	6	3	0	5	1	1	2	1	0
FE838_RS01580	NZ_CP040530.1	323691	324998	-	1308	679	481	403	3721	2024	1774	950	64	17	30	17	25	29	32	17
FE838_RS01585	NZ_CP040530.1	325184	326623	-	1440	54	33	28	37	29	47	22	12	10	5	2	6	7	7	2
FE838_RS01590	NZ_CP040530.1	326643	327776	-	1134	52	50	18	67	31	31	29	15	15	17	6	2	10	11	7
FE838_RS01595	NZ_CP040530.1	327869	328615	-	747	66	27	13	32	35	32	13	5	3	11	2	1	4	1	1
FE838_RS01600	NZ_CP040530.1	328731	329300	-	570	27	6	4	13	8	14	7	27	43	49	6	13	11	1	3
FE838_RS01605	NZ_CP040530.1	329317	331350	-	2034	224	104	62	195	128	158	88	13	12	19	2	12	6	7	2
FE838_RS01610	NZ_CP040530.1	331369	333075	-	1707	724	392	179	603	472	312	233	20	25	24	7	18	19	13	10
FE838_RS01645	NZ_CP040530.1	339022	339291	+	270	1654	4308	5590	851	812	4385	1676	123	25	75	47	22	22	64	24
FE838_RS01650	NZ_CP040530.1	340569	341462	-	894	7	2	2	4	2	1	1	2	8	0	0	1	0	2	0
FE838_RS01655	NZ_CP040530.1	341495	341857	-	363	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FE838_RS01660	NZ_CP040530.1	342258	342782	-	525	10	3	6	9	1	11	4	3	1	5	0	1	5	2	1
FE838_RS01665	NZ_CP040530.1	342944	344152	+	1209	73	54	17	77	49	48	23	8	9	9	3	6	6	5	2
FE838_RS01670	NZ_CP040530.1	344306	345835	+	1530	73	48	48	91	57	109	31	31	14	28	5	8	6	6	4
FE838_RS01675	NZ_CP040530.1	345898	348831	-	2934	69	42	32	59	35	42	29	26	21	33	12	16	29	22	10
FE838_RS01680	NZ_CP040530.1	348921	350261	-	1341	241	180	86	169	151	124	80	19	5	19	4	8	8	8	1
FE838_RS01685	NZ_CP040530.1	350389	352869	+	2481	277	214	135	210	195	157	94	65	19	38	14	29	31	16	5
FE838_RS01690	NZ_CP040530.1	352900	353268	+	369	25	14	8	23	8	14	5	13	5	11	0	6	3	2	1
FE838_RS01695	NZ_CP040530.1	353366	354670	-	1305	114	74	41	103	81	80	62	82	134	121	13	36	56	46	5
FE838_RS01700	NZ_CP040530.1	354804	355436	+	633	82	43	40	55	32	68	22	29	8	6	7	8	11	7	2
FE838_RS01705	NZ_CP040530.1	355452	356078	+	627	97	51	61	73	67	66	37	29	18	3	11	12	8	16	1
FE838_RS01710	NZ_CP040530.1	356150	359155	-	3006	535	383	164	1147	638	460	283	39	18	38	16	22	23	11	11
FE838_RS01715	NZ_CP040530.1	359152	359955	-	804	38	37	21	52	27	47	25	9	3	4	2	0	2	3	0
FE838_RS01720	NZ_CP040530.1	360075	360878	-	804	218	104	55	160	103	94	68	12	11	9	1	6	7	1	5
FE838_RS01725	NZ_CP040530.1	361353	362447	-	1095	105	58	27	63	54	45	27	5	5	4	1	1	0	5	3
FE838_RS24315	NZ_CP040530.1	362566	363987	-	1422	508	251	132	430	274	231	134	27	38	39	4	20	30	21	7
FE838_RS24320	NZ_CP040530.1	364110	365456	-	1347	23	12	9	5	7	11	9	9	6	19	1	4	8	2	2
FE838_RS01735	NZ_CP040530.1	365828	366247	-	420	8	3	6	1	5	13	5	7	7	12	0	3	2	2	0
FE838_RS01740	NZ_CP040530.1	366312	367541	+	1230	82	30	22	50	34	31	36	51	33	27	4	18	28	17	3
FE838_RS01745	NZ_CP040530.1	367561	368772	+	1212	1202	573	235	700	591	442	295	8	14	18	3	8	15	5	8
FE838_RS01750	NZ_CP040530.1	368857	369150	-	294	161	73	46	123	103	79	37	4	2	1	0	0	1	0	3
FE838_RS01755	NZ_CP040530.1	369162	369317	-	156	10	6	2	6	3	2	2	1	3	7	0	0	0	1	0
FE838_RS01760	NZ_CP040530.1	370841	371680	+	840	57	47	23	42	34	37	13	6	6	9	2	4	4	3	0
FE838_RS01765	NZ_CP040530.1	371713	372993	+	1281	25	34	20	17	11	22	20	12	3	17	3	4	6	7	0
FE838_RS01770	NZ_CP040530.1	372999	373394	+	396	5	5	3	7	7	8	1	2	1	4	0	1	0	2	2
FE838_RS01775	NZ_CP040530.1	373403	373609	+	207	2	0	0	1	0	2	1	0	0	1	0	0	1	0	0
FE838_RS24325	NZ_CP040530.1	373928	375282	-	1355	44	28	18	55	39	37	17	27	12	18	8	15	14	10	6
FE838_RS01790	NZ_CP040530.1	376167	377336	-	1170	38	15	13	32	13	24	9	29	14	18	4	10	9	12	4
FE838_RS01795	NZ_CP040530.1	377428	379296	-	1869	84	66	65	89	49	88	36	33	43	51	3	11	24	29	8
FE838_RS01800	NZ_CP040530.1	379324	381186	-	1863	591	332	166	615	444	367	239	53	7	58	8	36	33	10	15
FE838_RS01805	NZ_CP040530.1	381364	383082	-	1719	55	27	25	61	35	32	15	130	361	454	56	115	149	191	22
FE838_RS01810	NZ_CP040530.1	383094	386498	-	3405	378	243	181	301	188	335	116	120	126	225	25	69	77	45	20
FE838_RS01815	NZ_CP040530.1	386659	387627	-	969	19	18	18	14	15	15	8	11	6	6	2	2	5	5	2
FE838_RS01820	NZ_CP040530.1	387697	388266	-	570	8	8	11	4	2	10	8	9	6	15	0	3	1	4	1
FE838_RS01825	NZ_CP040530.1	389619	390549	+	931	20	7	16	13	15	14	12	26	7	13	2	7	7	7	3
FE838_RS24330	NZ_CP040530.1	390556	390777	+	222	5	2	8	5	3	2	8	0	0	0	2	0	1	6	0
FE838_RS01835	NZ_CP040530.1	390816	391079	-	264	11	5	4	4	3	8	6	10	24	14	2	10	8	4	1
FE838_RS01840	NZ_CP040530.1	391259	391669	+	411	6	8	9	5	2	2	0	403	642	742	195	244	370	354	147
FE838_RS01845	NZ_CP040530.1	391938	392135	+	198	25	22	17	22	13	21	6	5	1	6	0	2	5	0	0
FE838_RS01850	NZ_CP040530.1	392151	392444	+	294	10	3	1	5	4	3	2	1	2	0	0	0	2	0	0
FE838_RS24335	NZ_CP040530.1	392603	392728	-	126	1	0	2	0	0	2	0	0	2	2	0	1	0	0	0
FE838_RS01860	NZ_CP040530.1	394065	394238	-	174	1	3	0	1	0	0	1	1	0	0	0	1	0	0	2
FE838_RS01865	NZ_CP040530.1	394842	396969	-	2128	101	71	52	168	97	131	56	181	232	339	53	131	120	117	17
FE838_RS01870	NZ_CP040530.1	397014	399074	-	2061	2317	1268	670	1991	1494	1045	787	182	412	376	104	125	135	206	51
FE838_RS01875	NZ_CP040530.1	399061	400215	-	1155	24	12	21	17	14	23	10	62	16	42	5	31	25	10	4
FE838_RS01880	NZ_CP040530.1	400228	400962	-	735	33	31	25	34	14	34	6	6	11	2	9	2	0	3	1
FE838_RS01885	NZ_CP040530.1	400982	402193	-	1212	5742	2903	1451	4198	3449	2376	1958	13	12	14	3	15	13	4	3
FE838_RS01890	NZ_CP040530.1	402239	403672	-	1434	4331	2105	1040	3109	2618	1953	1258	11	7	13	2	8	11	3	0
FE838_RS01895	NZ_CP040530.1	403801	404919	-	1119	51	24	24	36	28	39	14	8	4	13	3	1	2	2	2
FE838_RS01900	NZ_CP040530.1	404960	406330	-	1371	508	279	132	390	314	219	178	20	10	14	6	3	12	3	8
FE838_RS01905	NZ_CP040530.1	406445	406819	-	375	13	10	14	17	16	14	12	1	4	4	0	2	4	2	2
FE838_RS01910	NZ_CP040530.1	406919	407251	+	333	3	1	3	0	2	1	0	0	1	0	1	1	1	1	0
FE838_RS01915	NZ_CP040530.1	407303	407476	+	174	4	4	1	5	1	5	2	0	1	0	0	1	3	0	0
FE838_RS24340	NZ_CP040530.1	407553	407751	+	199	10	0	5	14	5	4	3	2	0	1	0	0	1	0	2
FE838_RS01930	NZ_CP040530.1	408680	409438	-	759	40	9	14	25	15	26	13	17	6	6	4	1	3	3	0
FE838_RS01935	NZ_CP040530.1	409893	410987	-	1095	51	15	34	58	52	53	25	55	39	45	8	9	25	5	5
FE838_RS01940	NZ_CP040530.1	411078	414128	-	3051	237	139	76	1676	1073	1000	363	51	19	32	11	21	25	11	34
FE838_RS01945	NZ_CP040530.1	414497	415444	-	948	110	46	24	59	55	39	33	7	6	8	1	1	5	7	4
FE838_RS01950	NZ_CP040530.1	415746	416099	+	354	695	1714	1620	295	292	1249	762	273	31	174	240	123	52	372	81
FE838_RS01955	NZ_CP040530.1	416872	417453	-	582	27	25	22	88	59	44	28	62	179	179	33	69	62	59	19
FE838_RS01960	NZ_CP040530.1	417461	417937	-	477	16	10	11	11	15	14	9	8	19	25	2	17	12	10	2
FE838_RS01965	NZ_CP040530.1	418108	419088	-	981	160	255	300	76	87	243	114	61	60	66	23	10	35	27	17
FE838_RS01970	NZ_CP040530.1	419267	419983	+	717	24	6	9	25	12	18	6	4	7	6	1	1	2	7	2
FE838_RS01975	NZ_CP040530.1	420104	421363	+	1260	37	20	13	20	16	28	12	26	29	21	8	21	8	16	4
FE838_RS01980	NZ_CP040530.1	421369	422610	+	1242	639	342	170	389	321	248	186	66	61	113	14	21	43	16	8
FE838_RS01985	NZ_CP040530.1	422666	423766	+	1101	36	31	32	25	22	44	19	7	1	4	5	0	2	4	1
FE838_RS01990	NZ_CP040530.1	423777	425114	+	1338	122	62	57	81	71	82	35	57	21	44	9	28	30	4	8
FE838_RS01995	NZ_CP040530.1	425291	426319	+	1029	34	30	18	30	28	35	23	32	10	9	6	15	17	8	9
FE838_RS02000	NZ_CP040530.1	426451	426969	-	519	24267	12804	6823	19538	15463	11092	8170	19	6	13	9	8	15	20	3
FE838_RS02005	NZ_CP040530.1	427285	429234	+	1950	391	247	141	258	267	275	122	36	34	38	10	21	29	17	5
FE838_RS02010	NZ_CP040530.1	429257	430456	-	1200	118	49	39	79	40	77	33	37	100	87	15	25	23	22	2
FE838_RS02015	NZ_CP040530.1	430471	431487	-	1017	73	25	21	27	35	59	23	39	81	57	8	32	34	21	3
FE838_RS02020	NZ_CP040530.1	431520	432200	-	681	50	21	13	37	22	30	24	36	11	7	3	6	16	14	5
FE838_RS02025	NZ_CP040530.1	432314	433153	-	840	59	36	20	35	21	39	19	4	10	8	1	5	2	5	4
FE838_RS02030	NZ_CP040530.1	434009	434527	+	519	25	26	16	26	19	23	4	9	3	7	2	2	7	2	1
FE838_RS02035	NZ_CP040530.1	434532	435242	+	711	11	13	23	19	8	23	7	5	7	15	2	7	6	1	3
FE838_RS02040	NZ_CP040530.1	435224	435832	+	609	1738	777	393	1054	853	619	522	9	8	9	3	4	4	8	1
FE838_RS02045	NZ_CP040530.1	435866	436768	+	903	241	122	47	168	158	78	73	3	2	5	13	9	9	1	5
FE838_RS02050	NZ_CP040530.1	437083	438084	+	1002	70	93	87	53	41	84	25	21	18	24	16	8	13	9	6
FE838_RS02055	NZ_CP040530.1	438184	438603	-	420	7	7	1	3	3	7	4	20	15	4	5	15	8	5	0
FE838_RS02060	NZ_CP040530.1	438610	440562	-	1953	186	105	67	170	104	108	67	14	8	14	5	7	1	7	3
FE838_RS02065	NZ_CP040530.1	440740	442179	+	1440	46	44	43	32	20	37	23	907	1794	2000	506	702	666	1155	355
FE838_RS24345	NZ_CP040530.1	442176	442265	-	90	0	1	0	1	2	2	3	3	1	0	0	0	0	0	0
FE838_RS02070	NZ_CP040530.1	442778	443470	+	693	480	232	165	390	349	256	190	2	1	1	1	1	1	1	0
FE838_RS02075	NZ_CP040530.1	444102	445943	-	1842	67	108	107	68	54	82	62	79	201	148	42	36	47	63	9
FE838_RS02080	NZ_CP040530.1	445944	446453	-	510	34	61	68	15	11	84	26	2	4	2	10	3	2	15	1
FE838_RS02085	NZ_CP040530.1	446541	446921	-	381	24	24	40	26	25	23	17	3	0	1	6	5	2	3	3
FE838_RS02090	NZ_CP040530.1	446952	447623	-	672	89	121	89	111	64	127	50	4	5	1	2	1	1	6	3
FE838_RS02095	NZ_CP040530.1	447665	449149	-	1485	65	99	81	35	34	61	30	10	9	20	5	8	6	4	1
FE838_RS02100	NZ_CP040530.1	449288	450661	+	1374	93	88	76	99	99	75	68	30	4	6	11	2	3	12	2
FE838_RS02105	NZ_CP040530.1	450862	454320	+	3459	225	128	54	465	227	177	122	269	437	486	87	222	200	213	64
FE838_RS02110	NZ_CP040530.1	454326	456971	+	2646	129	60	36	77	55	99	39	33	23	26	13	10	17	15	10
FE838_RS02115	NZ_CP040530.1	457108	458412	+	1305	20	23	17	13	11	26	7	13	10	24	1	24	11	6	0
FE838_RS02120	NZ_CP040530.1	458582	458980	-	399	49	90	92	20	10	65	28	18	0	12	6	5	2	3	0
FE838_RS02125	NZ_CP040530.1	459182	460855	-	1674	3307	1526	888	2010	1643	1370	711	12	9	12	0	15	10	16	4
FE838_RS02130	NZ_CP040530.1	460943	462640	+	1698	11714	5308	2709	6416	5641	4418	2344	230	385	392	63	128	176	129	44
FE838_RS02135	NZ_CP040530.1	462980	464071	+	1092	52	33	11	33	37	33	14	5	14	4	0	4	5	3	1
FE838_RS02140	NZ_CP040530.1	464155	465480	+	1326	105	87	79	106	48	115	49	6	8	15	4	3	4	3	0
FE838_RS02145	NZ_CP040530.1	465496	468624	+	3129	207	126	95	689	355	401	133	74	65	78	27	41	41	36	34
FE838_RS02150	NZ_CP040530.1	468652	470679	+	2028	143	86	57	122	76	103	64	428	772	1128	215	372	421	580	150
FE838_RS02155	NZ_CP040530.1	470700	471602	+	903	23	16	9	22	18	17	5	10	5	11	2	8	18	2	2
FE838_RS02160	NZ_CP040530.1	471829	472437	+	609	40	24	14	197	104	56	32	9	17	10	3	13	2	4	3
FE838_RS02165	NZ_CP040530.1	472617	472952	+	336	18	16	2	11	10	6	1	3	0	3	0	2	7	2	0
FE838_RS02170	NZ_CP040530.1	473008	473496	+	489	68	38	24	47	41	42	30	2	3	3	0	0	6	1	0
FE838_RS02175	NZ_CP040530.1	473602	473988	-	387	16	14	7	6	2	6	2	4	7	2	0	0	3	3	0
FE838_RS02180	NZ_CP040530.1	474325	474807	+	483	16	10	9	12	9	20	12	9	2	2	1	2	1	6	0
FE838_RS02185	NZ_CP040530.1	474911	475075	-	165	5	21	44	8	4	20	11	17	3	3	9	1	1	4	0
FE838_RS02190	NZ_CP040530.1	475297	476472	+	1176	118	75	29	90	58	44	39	19	10	23	3	7	7	6	9
FE838_RS02195	NZ_CP040530.1	476559	479249	+	2691	163	168	130	88	92	165	75	38	29	39	9	11	38	16	7
FE838_RS02200	NZ_CP040530.1	479257	479880	+	624	40	69	102	76	43	54	32	10	3	2	10	3	9	5	4
FE838_RS02205	NZ_CP040530.1	479891	480853	+	963	45	38	47	24	20	32	24	36	14	24	4	27	22	12	9
FE838_RS02210	NZ_CP040530.1	481217	482020	+	804	14	19	8	13	13	21	6	7	2	5	3	3	2	0	0
FE838_RS02215	NZ_CP040530.1	482033	482689	+	657	58	46	32	133	76	105	30	67	17	57	20	58	34	6	13
FE838_RS02220	NZ_CP040530.1	482712	482927	+	216	11	13	6	69	45	18	20	49	3	23	11	19	21	4	6
FE838_RS02225	NZ_CP040530.1	483044	483469	-	426	16	22	27	11	5	26	3	9	6	5	1	0	10	4	3
FE838_RS02230	NZ_CP040530.1	483500	484495	-	996	113	93	47	94	79	88	40	15	1	10	6	3	1	3	0
FE838_RS02235	NZ_CP040530.1	484567	485475	-	909	114	70	33	246	167	97	49	15	22	20	6	18	8	5	1
FE838_RS02240	NZ_CP040530.1	485486	486292	-	807	261	160	64	181	118	130	70	34	4	18	6	8	20	5	4
FE838_RS02245	NZ_CP040530.1	486472	487416	+	945	51	16	20	34	16	26	14	9	5	5	2	0	3	11	0
FE838_RS02250	NZ_CP040530.1	487447	488508	+	1062	45	20	21	38	23	38	11	5	7	3	2	3	3	4	0
FE838_RS02255	NZ_CP040530.1	488818	490569	-	1752	107	71	66	93	61	92	43	91	124	94	13	30	39	54	11
FE838_RS02260	NZ_CP040530.1	490599	491042	-	444	1797	965	549	1421	1186	922	697	14	1	3	2	2	0	0	0
FE838_RS02265	NZ_CP040530.1	491253	491567	+	315	20	11	5	10	5	11	5	4	8	3	0	0	2	0	0
FE838_RS02270	NZ_CP040530.1	491806	492189	+	384	26	30	27	10	14	11	16	14	3	1	6	4	0	5	5
