# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/p_copri_wplasmids.gff3" "-o" "../data/rna_align/counttable.txt" "../data/rna_align/CON_1.fq.gz.bam" "../data/rna_align/CON_2.fq.gz.bam" "../data/rna_align/PNA_1.fq.gz.bam" "../data/rna_align/PNA_2.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/CON_1.fq.gz.bam	../data/rna_align/CON_2.fq.gz.bam	../data/rna_align/PNA_1.fq.gz.bam	../data/rna_align/PNA_2.fq.gz.bam
LK433_RS01735	NZ_CP085932.1	423267	423659	-	393	21	30	100	27
LK433_RS01740	NZ_CP085932.1	424077	424655	-	579	15	40	153	29
LK433_RS01745	NZ_CP085932.1	424663	425418	-	756	26	31	117	35
LK433_RS01750	NZ_CP085932.1	425432	425719	-	288	26	32	93	26
LK433_RS01755	NZ_CP085932.1	425949	426260	-	312	44	61	119	68
LK433_RS01760	NZ_CP085932.1	426261	427349	-	1089	104	240	438	172
LK433_RS01765	NZ_CP085932.1	427407	428618	-	1212	297	478	881	383
LK433_RS01770	NZ_CP085932.1	428653	430152	-	1500	711	1303	2477	1102
LK433_RS01775	NZ_CP085932.1	430573	432705	+	2133	374	667	2286	1692
LK433_RS01780	NZ_CP085932.1	432788	434398	+	1611	618	1018	1646	1084
LK433_RS01785	NZ_CP085932.1	434509	435174	-	666	342	695	893	452
LK433_RS01790	NZ_CP085932.1	435218	437494	-	2277	1272	2382	2230	1475
LK433_RS01795	NZ_CP085932.1	437563	437865	-	303	122	189	178	140
LK433_RS01800	NZ_CP085932.1	437876	438382	-	507	310	639	663	501
LK433_RS01805	NZ_CP085932.1	438764	440821	+	2058	788	1403	1312	684
LK433_RS01810	NZ_CP085932.1	440967	441914	-	948	423	871	3021	1687
LK433_RS01815	NZ_CP085932.1	442443	443690	+	1248	205	516	665	261
LK433_RS01820	NZ_CP085932.1	444428	445657	+	1230	1514	2695	4195	2453
LK433_RS01825	NZ_CP085932.1	445755	447218	+	1464	1533	2705	3966	2594
LK433_RS01830	NZ_CP085932.1	447957	448496	+	540	49	78	179	68
LK433_RS01835	NZ_CP085932.1	448724	449890	+	1167	442	906	830	456
LK433_RS01840	NZ_CP085932.1	449960	452065	+	2106	2522	4470	2433	1381
LK433_RS01845	NZ_CP085932.1	452221	454989	-	2769	339	598	623	207
LK433_RS01850	NZ_CP085932.1	455004	456176	-	1173	109	224	186	78
LK433_RS01855	NZ_CP085932.1	456492	457091	-	600	14	33	72	16
LK433_RS01860	NZ_CP085932.1	457121	458230	-	1110	129	199	378	137
LK433_RS01865	NZ_CP085932.1	458376	458816	+	441	813	1512	1036	527
LK433_RS01870	NZ_CP085932.1	458794	459840	+	1047	2128	3814	2769	1442
LK433_RS01875	NZ_CP085932.1	460145	460963	-	819	52	97	104	62
LK433_RS01880	NZ_CP085932.1	461460	463433	-	1974	3726	6532	2582	1401
LK433_RS01885	NZ_CP085932.1	463673	465040	+	1368	1002	1924	3636	1870
LK433_RS01890	NZ_CP085932.1	465360	466775	+	1416	330	651	737	221
LK433_RS01895	NZ_CP085932.1	467299	468591	-	1293	70	135	268	58
LK433_RS01900	NZ_CP085932.1	468608	468943	-	336	17	32	59	14
LK433_RS01905	NZ_CP085932.1	469554	470762	-	1209	122	281	380	139
LK433_RS01910	NZ_CP085932.1	470935	471474	+	540	293	411	2375	954
LK433_RS01915	NZ_CP085932.1	471638	472810	-	1173	325	592	838	280
LK433_RS01920	NZ_CP085932.1	472864	473781	-	918	4274	8175	11103	4753
LK433_RS01925	NZ_CP085932.1	473890	474054	-	165	38	99	454	129
LK433_RS01930	NZ_CP085932.1	474637	475401	-	765	814	1784	1029	517
LK433_RS01935	NZ_CP085932.1	475782	475976	-	195	151	304	166	96
LK433_RS01940	NZ_CP085932.1	477043	478293	-	1251	356	656	703	326
LK433_RS01945	NZ_CP085932.1	478569	479756	-	1188	1297	2455	5371	3425
LK433_RS01950	NZ_CP085932.1	479770	480705	-	936	595	1160	2600	1646
LK433_RS01955	NZ_CP085932.1	480826	482208	+	1383	358	776	544	237
LK433_RS01960	NZ_CP085932.1	483350	485920	-	2571	191	402	640	249
LK433_RS01965	NZ_CP085932.1	486125	487786	-	1662	197	323	652	278
LK433_RS01970	NZ_CP085932.1	488438	489055	-	618	651	1283	1117	427
LK433_RS01975	NZ_CP085932.1	489206	489646	-	441	556	1195	713	389
LK433_RS01980	NZ_CP085932.1	489663	491111	-	1449	3416	6324	3989	2103
LK433_RS01985	NZ_CP085932.1	491121	491882	-	762	2285	4193	3061	1445
LK433_RS01990	NZ_CP085932.1	492123	492536	+	414	134	261	113	38
LK433_RS01995	NZ_CP085932.1	492642	493934	+	1293	359	634	445	197
LK433_RS02000	NZ_CP085932.1	493940	495070	+	1131	282	421	386	161
LK433_RS02005	NZ_CP085932.1	495284	496270	+	987	785	1427	733	338
LK433_RS02010	NZ_CP085932.1	496352	496519	-	168	102	217	240	70
LK433_RS02015	NZ_CP085932.1	496657	497091	-	435	327	720	619	296
LK433_RS02020	NZ_CP085932.1	497111	497596	-	486	298	674	392	181
LK433_RS02025	NZ_CP085932.1	497657	498691	-	1035	682	1327	850	454
LK433_RS02030	NZ_CP085932.1	498695	498862	+	168	4	6	10	3
LK433_RS02035	NZ_CP085932.1	498965	499936	+	972	234	526	359	101
LK433_RS02040	NZ_CP085932.1	500238	501821	-	1584	1192	2186	2070	1068
LK433_RS02045	NZ_CP085932.1	502040	503929	-	1890	1901	3384	2763	1453
LK433_RS02050	NZ_CP085932.1	504149	505300	-	1152	1082	2143	1890	837
LK433_RS02055	NZ_CP085932.1	505466	506755	-	1290	235	365	530	225
LK433_RS02060	NZ_CP085932.1	507046	507210	-	165	7	15	20	7
LK433_RS02065	NZ_CP085932.1	507359	508900	+	1542	778	1563	1084	650
LK433_RS02070	NZ_CP085932.1	509062	510549	-	1488	176	316	425	156
LK433_RS02075	NZ_CP085932.1	510872	512509	+	1638	978	1833	1458	547
LK433_RS02080	NZ_CP085932.1	512716	512859	-	144	82	172	68	16
LK433_RS02085	NZ_CP085932.1	513085	513843	-	759	7531	13612	3252	1773
LK433_RS02090	NZ_CP085932.1	513859	515841	-	1983	20117	36809	6277	3635
LK433_RS02095	NZ_CP085932.1	515874	516557	-	684	3645	7602	1225	648
LK433_RS02100	NZ_CP085932.1	516789	518660	+	1872	1074	2143	889	400
LK433_RS02105	NZ_CP085932.1	518910	519440	+	531	573	1113	641	199
LK433_RS02110	NZ_CP085932.1	519563	521410	+	1848	394	708	449	134
LK433_RS02115	NZ_CP085932.1	521542	521994	+	453	435	689	442	255
LK433_RS02120	NZ_CP085932.1	522044	522403	+	360	260	470	252	108
LK433_RS02125	NZ_CP085932.1	522458	523393	+	936	1444	2643	1946	876
LK433_RS02130	NZ_CP085932.1	523599	524576	-	978	934	1860	843	243
LK433_RS02135	NZ_CP085932.1	524684	527446	+	2763	1590	3169	1575	654
LK433_RS02140	NZ_CP085932.1	527809	527973	+	165	2460	5639	11983	6335
LK433_RS02145	NZ_CP085932.1	528080	528469	+	390	4389	9161	21508	11442
LK433_RS02150	NZ_CP085932.1	528610	529680	+	1071	128	258	565	251
LK433_RS02155	NZ_CP085932.1	529637	531826	+	2190	411	745	1614	815
LK433_RS02160	NZ_CP085932.1	532272	534689	+	2418	831	1528	850	328
LK433_RS02165	NZ_CP085932.1	534853	535191	+	339	95	204	80	51
LK433_RS02170	NZ_CP085932.1	535385	536221	+	837	284	611	422	165
LK433_RS02175	NZ_CP085932.1	536365	537468	+	1104	3169	6062	4175	2297
LK433_RS02180	NZ_CP085932.1	537487	538350	+	864	1481	2734	1724	927
LK433_RS02185	NZ_CP085932.1	538431	541094	-	2664	1587	3014	2627	1363
LK433_RS02190	NZ_CP085932.1	541139	542278	-	1140	305	691	676	236
LK433_RS02195	NZ_CP085932.1	542404	544251	+	1848	553	995	1204	597
LK433_RS02200	NZ_CP085932.1	544496	545986	-	1491	5481	10349	8422	5094
LK433_RS02205	NZ_CP085932.1	546398	546700	+	303	147	319	487	200
LK433_RS02210	NZ_CP085932.1	546684	547052	+	369	190	427	511	252
LK433_RS02215	NZ_CP085932.1	547150	547482	-	333	17	76	89	18
LK433_RS02220	NZ_CP085932.1	547757	549262	+	1506	1420	2381	926	453
LK433_RS02225	NZ_CP085932.1	549441	550658	+	1218	737	1435	1295	548
LK433_RS02230	NZ_CP085932.1	550871	551878	-	1008	141	215	422	163
LK433_RS02235	NZ_CP085932.1	551919	552479	-	561	29	43	111	39
LK433_RS02240	NZ_CP085932.1	552493	554994	-	2502	137	212	572	163
LK433_RS02245	NZ_CP085932.1	555013	555525	-	513	42	34	122	38
LK433_RS02250	NZ_CP085932.1	555734	556135	-	402	61	175	176	86
LK433_RS02255	NZ_CP085932.1	556953	557675	-	723	105	178	192	86
LK433_RS02260	NZ_CP085932.1	558024	558167	-	144	47	100	112	39
LK433_RS02265	NZ_CP085932.1	558324	558662	-	339	272	513	471	242
LK433_RS02270	NZ_CP085932.1	558707	559582	-	876	871	1629	1962	909
LK433_RS02275	NZ_CP085932.1	560293	560838	+	546	90	176	330	150
LK433_RS02280	NZ_CP085932.1	560993	561088	+	96	14	10	37	10
LK433_RS02285	NZ_CP085932.1	561477	562094	+	618	12	31	97	24
LK433_RS02290	NZ_CP085932.1	562033	562233	+	201	5	7	17	6
LK433_RS02295	NZ_CP085932.1	562484	563023	-	540	511	1010	696	385
LK433_RS02300	NZ_CP085932.1	563062	563493	-	432	409	773	509	264
LK433_RS02305	NZ_CP085932.1	563493	564758	-	1266	1099	2035	1551	854
LK433_RS02310	NZ_CP085932.1	564979	565929	+	951	61	150	215	77
LK433_RS02315	NZ_CP085932.1	565994	567076	+	1083	268	485	751	298
LK433_RS02320	NZ_CP085932.1	567874	568518	+	645	457	913	948	401
LK433_RS02325	NZ_CP085932.1	568521	570044	+	1524	1688	3039	2404	1288
LK433_RS02330	NZ_CP085932.1	570127	570735	+	609	435	869	765	447
LK433_RS02335	NZ_CP085932.1	570761	571267	+	507	936	1902	1263	706
LK433_RS02340	NZ_CP085932.1	571320	573188	+	1869	2841	5288	3143	1917
LK433_RS02345	NZ_CP085932.1	573456	574163	+	708	232	495	2790	1368
LK433_RS02350	NZ_CP085932.1	574253	575065	+	813	176	332	1642	853
LK433_RS02355	NZ_CP085932.1	575078	576034	+	957	220	401	1898	1124
LK433_RS02360	NZ_CP085932.1	576102	576914	-	813	842	1508	2226	1038
LK433_RS02365	NZ_CP085932.1	576921	578789	-	1869	2066	3967	4604	2439
LK433_RS02370	NZ_CP085932.1	578954	580462	-	1509	1927	3810	4308	2215
LK433_RS02375	NZ_CP085932.1	580670	581752	-	1083	5133	9455	2414	1038
LK433_RS02380	NZ_CP085932.1	581742	583004	-	1263	45248	80647	13299	5677
LK433_RS02385	NZ_CP085932.1	583027	583263	-	237	12311	24576	4246	1552
LK433_RS02390	NZ_CP085932.1	583489	584091	+	603	1676	3229	1783	623
LK433_RS02395	NZ_CP085932.1	584184	585269	+	1086	1672	3262	1404	535
LK433_RS02400	NZ_CP085932.1	586018	587010	+	993	1593	3044	2999	1562
LK433_RS02405	NZ_CP085932.1	587300	588445	-	1146	249	343	272	120
LK433_RS02410	NZ_CP085932.1	588473	589450	-	978	154	277	317	86
LK433_RS02415	NZ_CP085932.1	589405	590397	-	993	113	252	291	76
LK433_RS02420	NZ_CP085932.1	590441	591733	-	1293	85	194	194	49
LK433_RS02425	NZ_CP085932.1	591730	593388	-	1659	228	430	408	100
LK433_RS02430	NZ_CP085932.1	593410	594822	-	1413	125	208	236	49
LK433_RS02435	NZ_CP085932.1	594837	595790	-	954	131	226	238	77
LK433_RS02440	NZ_CP085932.1	595793	597823	-	2031	789	1269	1015	320
LK433_RS02445	NZ_CP085932.1	597843	598739	-	897	315	531	398	159
LK433_RS02450	NZ_CP085932.1	598741	599352	-	612	447	859	515	287
LK433_RS02455	NZ_CP085932.1	599435	600391	-	957	746	1272	962	398
LK433_RS02460	NZ_CP085932.1	600548	603409	-	2862	7200	12933	6195	3660
LK433_RS02465	NZ_CP085932.1	603749	605197	-	1449	301	535	505	174
LK433_RS02470	NZ_CP085932.1	605726	607018	+	1293	300	601	602	269
LK433_RS02475	NZ_CP085932.1	608094	611819	+	3726	1454	2916	704	269
LK433_RS02480	NZ_CP085932.1	611831	612613	+	783	288	478	160	51
LK433_RS02485	NZ_CP085932.1	612753	613877	-	1125	235	414	547	198
LK433_RS02490	NZ_CP085932.1	614022	615404	-	1383	160	299	377	97
LK433_RS02495	NZ_CP085932.1	615813	617078	+	1266	72	135	226	91
LK433_RS02500	NZ_CP085932.1	617389	617841	+	453	9	21	91	29
LK433_RS02505	NZ_CP085932.1	617927	618718	+	792	407	766	920	387
LK433_RS02510	NZ_CP085932.1	618756	619874	-	1119	391	626	9273	5932
LK433_RS02515	NZ_CP085932.1	619899	621146	-	1248	441	732	8337	6069
LK433_RS02520	NZ_CP085932.1	621224	622483	-	1260	382	681	9276	6211
LK433_RS02525	NZ_CP085932.1	622580	623296	-	717	218	421	7063	4143
LK433_RS02530	NZ_CP085932.1	623458	623829	-	372	97	151	162	55
LK433_RS02535	NZ_CP085932.1	623849	624694	-	846	179	311	280	137
LK433_RS02540	NZ_CP085932.1	624708	625532	-	825	184	359	392	164
LK433_RS02545	NZ_CP085932.1	625775	626431	-	657	145	306	666	306
LK433_RS02575	NZ_CP085932.1	632590	634887	-	2298	3521	6607	8167	4395
LK433_RS02580	NZ_CP085932.1	635220	636935	+	1716	102	165	390	133
LK433_RS02585	NZ_CP085932.1	637043	637741	-	699	305	612	424	187
LK433_RS02590	NZ_CP085932.1	637916	638518	+	603	3173	6368	4123	1932
LK433_RS02595	NZ_CP085932.1	638604	639479	+	876	9382	18128	12122	6637
LK433_RS02600	NZ_CP085932.1	639516	640487	+	972	3333	6320	4422	2446
LK433_RS02605	NZ_CP085932.1	640775	643153	+	2379	213	363	591	235
LK433_RS02610	NZ_CP085932.1	643344	643811	+	468	550	1007	1052	394
LK433_RS02615	NZ_CP085932.1	643880	645628	+	1749	1242	2133	1432	861
LK433_RS02620	NZ_CP085932.1	645633	646661	+	1029	731	1258	939	589
LK433_RS02625	NZ_CP085932.1	646948	647586	-	639	369	760	3912	1362
LK433_RS02630	NZ_CP085932.1	647779	649896	+	2118	350	629	854	319
LK433_RS02635	NZ_CP085932.1	650012	650941	+	930	731	1446	898	429
LK433_RS02640	NZ_CP085932.1	651059	651439	+	381	892	1726	1539	832
LK433_RS02645	NZ_CP085932.1	651405	652451	+	1047	2498	4621	4516	2761
LK433_RS02650	NZ_CP085932.1	652735	653467	+	733	173	334	337	131
LK433_RS02655	NZ_CP085932.1	653661	654113	+	453	74	154	120	56
LK433_RS02660	NZ_CP085932.1	654088	654510	+	423	66	139	82	46
LK433_RS02665	NZ_CP085932.1	654627	655058	-	432	1209	2247	1242	470
LK433_RS02670	NZ_CP085932.1	655171	657516	-	2346	5984	10680	3728	2172
LK433_RS02675	NZ_CP085932.1	657763	658515	+	753	235	454	803	320
LK433_RS02680	NZ_CP085932.1	658665	660206	-	1542	562	1036	1403	474
LK433_RS02685	NZ_CP085932.1	660213	660485	-	273	81	202	280	98
LK433_RS02690	NZ_CP085932.1	660712	661857	+	1146	274	475	859	336
LK433_RS02695	NZ_CP085932.1	661946	663244	-	1299	123	222	394	170
LK433_RS02700	NZ_CP085932.1	663942	665090	+	1149	185	379	539	268
LK433_RS02705	NZ_CP085932.1	665146	665898	+	753	144	263	447	184
LK433_RS02710	NZ_CP085932.1	666019	667659	-	1641	585	1164	2529	1118
LK433_RS02715	NZ_CP085932.1	667906	668607	+	702	562	1115	2807	1132
LK433_RS02720	NZ_CP085932.1	668658	669713	-	1056	531	1139	967	390
LK433_RS02725	NZ_CP085932.1	670169	671146	+	978	1465	3159	3507	1352
LK433_RS02730	NZ_CP085932.1	671139	672194	-	1056	533	1110	946	326
LK433_RS02735	NZ_CP085932.1	672236	672991	-	756	389	741	557	200
LK433_RS02740	NZ_CP085932.1	673014	674738	-	1725	1320	2632	1688	731
LK433_RS02745	NZ_CP085932.1	674790	675713	-	924	873	1756	883	476
LK433_RS02750	NZ_CP085932.1	675755	677608	-	1854	2908	5155	2460	1196
LK433_RS02755	NZ_CP085932.1	677733	679067	-	1335	2077	3777	1314	661
LK433_RS02760	NZ_CP085932.1	679121	680062	-	942	471	835	610	221
LK433_RS02765	NZ_CP085932.1	680217	681212	-	996	753	1496	929	386
LK433_RS02770	NZ_CP085932.1	681338	682606	+	1269	494	1035	861	346
LK433_RS02775	NZ_CP085932.1	682968	683540	+	573	187	405	372	148
LK433_RS02780	NZ_CP085932.1	683624	684877	-	1254	168	357	365	193
LK433_RS02785	NZ_CP085932.1	685236	686945	-	1710	91	159	489	203
LK433_RS02790	NZ_CP085932.1	687117	688778	+	1662	653	1507	5112	3525
LK433_RS02795	NZ_CP085932.1	689209	689409	-	201	109	234	171	75
LK433_RS02800	NZ_CP085932.1	689526	690185	-	660	418	779	935	384
LK433_RS02805	NZ_CP085932.1	690545	692146	+	1602	84512	158452	116555	66739
LK433_RS02810	NZ_CP085932.1	692347	693711	+	1365	2628	5048	7430	3514
LK433_RS02815	NZ_CP085932.1	693666	694382	+	717	759	1619	1917	1102
LK433_RS02820	NZ_CP085932.1	694379	695131	+	753	1276	2602	3620	1826
LK433_RS02825	NZ_CP085932.1	695183	697819	+	2637	6197	11804	16841	9465
LK433_RS02830	NZ_CP085932.1	697831	698343	+	513	1771	3331	5432	3521
LK433_RS02835	NZ_CP085932.1	698436	698921	+	486	5136	10049	20771	7942
LK433_RS02840	NZ_CP085932.1	699036	699590	+	555	892	1721	2228	1196
LK433_RS02845	NZ_CP085932.1	699587	700423	+	837	1172	2328	3235	1705
LK433_RS02850	NZ_CP085932.1	700455	700790	+	336	449	1007	1537	824
LK433_RS02855	NZ_CP085932.1	700877	702106	+	1230	1045	2141	3052	1489
LK433_RS02860	NZ_CP085932.1	702204	702842	-	639	593	1148	930	359
LK433_RS02865	NZ_CP085932.1	702872	703306	-	435	379	764	606	211
LK433_RS02870	NZ_CP085932.1	703431	704387	+	957	154	371	456	148
LK433_RS02875	NZ_CP085932.1	704505	705779	+	1275	3107	5975	6934	3560
LK433_RS02880	NZ_CP085932.1	705783	706808	+	1026	987	2139	2012	1067
LK433_RS02885	NZ_CP085932.1	706815	707564	+	750	1383	2497	1567	719
LK433_RS02890	NZ_CP085932.1	707586	708029	+	444	1321	2663	1813	722
LK433_RS02895	NZ_CP085932.1	708029	708280	+	252	246	479	299	138
LK433_RS02900	NZ_CP085932.1	708344	709645	+	1302	4603	9213	6500	3768
LK433_RS02910	NZ_CP085932.1	710021	710824	+	804	327	704	1502	629
LK433_RS02915	NZ_CP085932.1	710932	711207	-	276	2170	4066	2457	637
LK433_RS02920	NZ_CP085932.1	711436	712374	+	939	563	1272	2266	905
LK433_RS02925	NZ_CP085932.1	712381	713478	+	1098	412	856	1463	600
LK433_RS02930	NZ_CP085932.1	713598	716615	+	3018	18929	34865	10827	5601
LK433_RS02940	NZ_CP085932.1	716890	717897	+	1008	231	387	307	91
LK433_RS02945	NZ_CP085932.1	717973	718830	-	858	5424	9140	4865	2059
LK433_RS02950	NZ_CP085932.1	719656	722685	+	3030	690	1340	631	184
LK433_RS02955	NZ_CP085932.1	722707	724140	+	1434	250	421	367	105
LK433_RS02960	NZ_CP085932.1	724243	725496	-	1254	325	605	677	200
LK433_RS02965	NZ_CP085932.1	725893	726597	+	705	287	556	330	197
LK433_RS02970	NZ_CP085932.1	726690	728756	-	2067	6265	11232	3832	2150
LK433_RS02975	NZ_CP085932.1	729642	731192	-	1551	435	788	891	408
LK433_RS02980	NZ_CP085932.1	731235	732242	-	1008	859	1674	1400	562
LK433_RS02995	NZ_CP085932.1	732542	733168	-	627	274	542	382	161
LK433_RS03000	NZ_CP085932.1	733187	734524	-	1338	2953	5419	3553	2025
LK433_RS03005	NZ_CP085932.1	734539	735000	-	462	849	1701	997	610
LK433_RS03010	NZ_CP085932.1	735020	735652	-	633	1785	3247	2588	1318
LK433_RS03015	NZ_CP085932.1	735764	736405	-	642	123	239	282	114
LK433_RS03020	NZ_CP085932.1	736545	737072	-	528	111	206	218	93
LK433_RS03025	NZ_CP085932.1	737113	737991	-	879	276	524	552	200
LK433_RS03030	NZ_CP085932.1	738075	739112	+	1038	500	1039	787	448
LK433_RS03035	NZ_CP085932.1	739229	739387	+	159	91	180	130	69
LK433_RS03040	NZ_CP085932.1	739990	741333	+	1344	81	146	262	92
LK433_RS03045	NZ_CP085932.1	741397	742650	+	1254	98	170	311	117
LK433_RS03050	NZ_CP085932.1	742729	743859	+	1131	84	151	204	64
LK433_RS03055	NZ_CP085932.1	744033	745970	+	1938	14	21	8	8
LK433_RS03060	NZ_CP085932.1	745983	747281	+	1299	130	248	450	195
LK433_RS03065	NZ_CP085932.1	747370	748047	+	678	80	181	318	135
LK433_RS03070	NZ_CP085932.1	748048	748437	-	390	72	163	409	153
LK433_RS03075	NZ_CP085932.1	748443	748763	-	321	89	155	473	196
LK433_RS03080	NZ_CP085932.1	748842	750170	-	1329	353	589	888	370
LK433_RS03085	NZ_CP085932.1	750207	751571	-	1365	500	892	1095	506
LK433_RS03090	NZ_CP085932.1	751769	753988	-	2220	736	1392	6220	3507
LK433_RS03095	NZ_CP085932.1	754028	754393	-	366	109	230	877	416
LK433_RS03100	NZ_CP085932.1	754477	755802	-	1326	403	886	726	241
LK433_RS03105	NZ_CP085932.1	756893	757123	+	231	4	10	56	5
LK433_RS03110	NZ_CP085932.1	757391	758647	+	1257	575	1056	797	301
LK433_RS03115	NZ_CP085932.1	758621	758821	-	201	67	174	190	91
LK433_RS03120	NZ_CP085932.1	758901	759302	-	402	242	429	885	339
LK433_RS03125	NZ_CP085932.1	759318	761384	-	2067	1239	2724	3917	1857
LK433_RS03130	NZ_CP085932.1	761451	762320	-	870	655	1320	2668	1297
LK433_RS03135	NZ_CP085932.1	762475	764133	+	1659	1072	2159	1222	524
LK433_RS03140	NZ_CP085932.1	764202	765833	-	1632	574	1018	732	278
LK433_RS03145	NZ_CP085932.1	766040	768097	+	2058	351	639	405	156
LK433_RS03150	NZ_CP085932.1	768131	768979	+	849	129	258	259	69
LK433_RS03155	NZ_CP085932.1	769042	770622	-	1581	612	1262	2279	1186
LK433_RS03160	NZ_CP085932.1	770871	771242	+	372	116	214	259	80
LK433_RS03165	NZ_CP085932.1	771954	772730	-	777	140	217	414	150
LK433_RS03170	NZ_CP085932.1	772784	773158	-	375	447	854	1841	854
LK433_RS03175	NZ_CP085932.1	773222	774421	-	1200	837	1544	2164	1189
LK433_RS03180	NZ_CP085932.1	774578	776539	+	1962	1395	2537	1204	492
LK433_RS03185	NZ_CP085932.1	776797	777621	-	825	674	1231	668	335
LK433_RS03190	NZ_CP085932.1	777836	779908	+	2073	1140	2031	1839	1083
LK433_RS03195	NZ_CP085932.1	780309	780452	+	144	96	153	68	35
LK433_RS03200	NZ_CP085932.1	780528	780992	-	465	278	479	293	114
LK433_RS03205	NZ_CP085932.1	781155	782975	-	1821	7254	13267	6182	2958
LK433_RS03210	NZ_CP085932.1	783303	783494	-	192	130	235	144	70
LK433_RS03215	NZ_CP085932.1	783868	787137	+	3270	1546	2816	2378	1299
LK433_RS03220	NZ_CP085932.1	787278	789218	+	1941	421	812	809	367
LK433_RS03225	NZ_CP085932.1	789521	791710	+	2190	5964	10823	8531	4881
LK433_RS03230	NZ_CP085932.1	792395	792583	+	189	7	31	22	10
LK433_RS03235	NZ_CP085932.1	792570	792710	+	141	4	15	31	9
LK433_RS03240	NZ_CP085932.1	793757	794173	+	417	1211	2211	2266	823
LK433_RS03245	NZ_CP085932.1	794179	794745	+	567	5479	11073	10502	3728
LK433_RS03250	NZ_CP085932.1	795085	795225	+	141	172	343	231	107
LK433_RS03255	NZ_CP085932.1	795864	796325	+	462	15322	29657	14073	7176
LK433_RS03260	NZ_CP085932.1	796336	796722	+	387	6877	13677	5763	3103
LK433_RS03265	NZ_CP085932.1	796881	797651	+	771	17039	30191	13803	7383
LK433_RS03270	NZ_CP085932.1	797760	798755	+	996	25660	48565	23926	13266
LK433_RS03275	NZ_CP085932.1	798876	799493	+	618	516	1042	498	289
LK433_RS03280	NZ_CP085932.1	799519	803157	+	3639	1716	2898	1750	902
LK433_RS03285	NZ_CP085932.1	803177	804355	+	1179	638	1272	669	366
LK433_RS03290	NZ_CP085932.1	804478	804957	+	480	378	707	465	220
LK433_RS03295	NZ_CP085932.1	805565	806833	+	1269	995	1823	1378	763
LK433_RS03300	NZ_CP085932.1	806830	807606	+	777	572	1100	964	490
LK433_RS03305	NZ_CP085932.1	807982	808899	+	918	282	590	925	359
LK433_RS03310	NZ_CP085932.1	809045	811360	-	2316	1040	2039	1484	773
LK433_RS03315	NZ_CP085932.1	811523	811708	-	186	688	1772	1560	540
LK433_RS03320	NZ_CP085932.1	811941	813311	-	1371	1416	2701	7061	3717
LK433_RS03325	NZ_CP085932.1	813549	814097	+	549	273	513	451	209
LK433_RS03330	NZ_CP085932.1	814118	814834	+	717	458	932	695	285
LK433_RS03335	NZ_CP085932.1	814843	815919	+	1077	999	1764	1258	718
LK433_RS03340	NZ_CP085932.1	815916	816785	-	870	753	1357	1470	597
LK433_RS03345	NZ_CP085932.1	816908	818344	+	1437	389	770	595	260
LK433_RS03350	NZ_CP085932.1	818280	819254	-	975	366	654	918	306
LK433_RS03355	NZ_CP085932.1	819303	820640	-	1338	354	732	945	315
LK433_RS03360	NZ_CP085932.1	820870	821739	+	870	277	491	486	220
LK433_RS03365	NZ_CP085932.1	821743	823182	-	1440	455	825	635	238
LK433_RS03370	NZ_CP085932.1	823214	823645	-	432	91	196	173	85
LK433_RS03375	NZ_CP085932.1	823704	824684	-	981	248	433	353	102
LK433_RS03380	NZ_CP085932.1	824807	825451	-	645	182	329	230	97
LK433_RS03385	NZ_CP085932.1	825456	826361	-	906	196	455	250	115
LK433_RS03390	NZ_CP085932.1	826397	827401	-	1005	330	634	419	169
LK433_RS03395	NZ_CP085932.1	827411	828556	-	1146	364	658	457	179
LK433_RS03400	NZ_CP085932.1	828559	830466	-	1908	741	1370	792	323
LK433_RS03405	NZ_CP085932.1	830522	831094	-	573	383	652	297	144
LK433_RS03410	NZ_CP085932.1	831242	831817	-	576	637	1223	483	266
LK433_RS03415	NZ_CP085932.1	831970	832848	-	879	867	1810	650	347
LK433_RS03420	NZ_CP085932.1	832940	833632	+	693	1000	1716	2512	672
LK433_RS03425	NZ_CP085932.1	833662	834261	+	600	840	1410	1193	464
LK433_RS03430	NZ_CP085932.1	834292	835602	+	1311	1265	2292	1300	613
LK433_RS03435	NZ_CP085932.1	835634	836155	+	522	241	544	310	138
LK433_RS03440	NZ_CP085932.1	836229	837389	+	1161	907	1610	899	557
LK433_RS03445	NZ_CP085932.1	837478	838860	+	1383	1279	2466	1347	795
LK433_RS03450	NZ_CP085932.1	838947	839897	-	951	1417	2873	3698	1453
LK433_RS03455	NZ_CP085932.1	840133	840453	-	321	82	169	411	217
LK433_RS03460	NZ_CP085932.1	840608	842704	-	2097	934	1820	4813	2477
LK433_RS03465	NZ_CP085932.1	842837	844759	+	1923	842	1707	1442	840
LK433_RS03470	NZ_CP085932.1	844731	845399	-	669	514	948	617	361
LK433_RS03475	NZ_CP085932.1	845442	846014	-	573	503	886	562	331
LK433_RS03480	NZ_CP085932.1	846098	846988	+	891	548	872	824	350
LK433_RS03485	NZ_CP085932.1	847178	849196	-	2019	1917	3636	1483	666
LK433_RS03490	NZ_CP085932.1	849522	849731	+	210	18	34	178	99
